id,door buster,in stock,is online,launch date,has image,status code,status
25403,0,1,1,12/15/2015,0,1,Not Started
25404,0,0,1,10/1/2015,1,3,Active
25405,0,1,1,12/10/2015,0,1,Not Started
25406,0,1,0,11/10/2015,1,2,In Porgress
25407,1,0,1,11/8/2015,0,2,In Porgress
25408,1,0,0,12/23/2015,0,1,Not Started
25409,0,1,0,12/29/2015,0,3,Active
25410,1,1,1,10/22/2015,1,1,Not Started
25411,1,1,0,11/29/2015,1,2,In Porgress
25412,0,0,0,12/11/2015,1,3,Active
25413,1,1,1,10/11/2015,1,3,Active
25414,0,0,1,12/2/2015,1,1,Not Started
25415,0,1,1,11/28/2015,1,3,Active
25416,1,1,0,10/26/2015,1,1,Not Started
25417,1,1,1,10/30/2015,0,2,In Porgress
25418,1,1,0,12/9/2015,1,1,Not Started
25419,0,0,0,11/20/2015,1,3,Active
25420,1,0,0,11/5/2015,0,1,Not Started
25421,0,1,0,12/21/2015,0,1,Not Started
25422,1,0,0,11/9/2015,0,1,Not Started
25423,0,1,0,12/3/2015,0,3,Active
25424,1,1,1,10/16/2015,1,3,Active
25425,1,0,1,12/19/2015,0,3,Active
25426,0,1,1,12/28/2015,1,3,Active
25427,1,1,1,10/16/2015,0,3,Active
25428,1,0,0,10/4/2015,1,3,Active
25429,1,0,0,10/8/2015,0,1,Not Started
25430,0,0,0,12/7/2015,0,3,Active
25431,0,1,1,12/26/2015,0,2,In Porgress
25432,0,0,0,12/23/2015,1,2,In Porgress
25433,1,1,1,10/23/2015,1,3,Active
25434,1,1,0,10/7/2015,1,1,Not Started
25435,0,0,0,12/14/2015,0,3,Active
25436,1,0,0,10/15/2015,0,1,Not Started
25437,0,0,1,10/9/2015,1,2,In Porgress
25438,1,0,1,11/3/2015,0,3,Active
25439,0,0,0,10/21/2015,0,3,Active
25440,1,1,0,12/5/2015,0,3,Active
25441,0,1,0,12/1/2015,0,1,Not Started
25442,1,1,1,10/17/2015,1,1,Not Started
25443,1,0,0,10/21/2015,1,3,Active
25444,1,0,1,12/7/2015,0,3,Active
25445,1,0,1,11/15/2015,0,1,Not Started
25446,1,1,0,11/3/2015,1,3,Active
25447,0,0,0,11/24/2015,1,2,In Porgress
25448,0,0,0,12/11/2015,0,3,Active
25449,0,0,1,11/23/2015,1,3,Active
25450,1,0,1,12/17/2015,0,2,In Porgress
25451,0,0,1,11/21/2015,0,2,In Porgress
25452,1,1,0,12/19/2015,1,2,In Porgress
25453,0,0,1,10/9/2015,0,1,Not Started
25454,0,0,1,10/11/2015,1,3,Active
25455,1,1,1,11/21/2015,0,3,Active
25456,0,0,1,11/4/2015,1,3,Active
25457,0,1,0,12/2/2015,0,3,Active
25458,0,0,1,12/26/2015,1,1,Not Started
25459,1,1,0,12/6/2015,1,1,Not Started
25460,1,1,1,10/29/2015,1,3,Active
25461,1,0,1,10/30/2015,1,3,Active
25462,0,1,1,11/23/2015,1,3,Active
25463,1,1,1,12/20/2015,0,2,In Porgress
25464,1,0,1,11/7/2015,1,1,Not Started
25465,1,0,1,11/15/2015,1,2,In Porgress
25466,0,0,1,11/9/2015,0,2,In Porgress
25467,0,0,1,11/28/2015,1,1,Not Started
25468,0,0,1,10/26/2015,1,3,Active
25469,1,1,1,12/27/2015,0,3,Active
25470,0,0,0,10/1/2015,0,2,In Porgress
25471,0,0,0,12/12/2015,1,2,In Porgress
25472,0,1,0,11/30/2015,0,1,Not Started
25473,0,1,0,12/20/2015,1,1,Not Started
25474,1,1,0,10/23/2015,0,2,In Porgress
25475,1,1,1,12/2/2015,1,1,Not Started
25476,1,0,1,11/3/2015,0,3,Active
25477,0,0,0,10/9/2015,1,2,In Porgress
25478,0,0,0,11/13/2015,1,3,Active
25479,1,0,0,10/31/2015,1,3,Active
25480,0,1,0,10/24/2015,1,2,In Porgress
25481,1,0,1,10/30/2015,0,3,Active
25482,1,1,0,12/4/2015,0,2,In Porgress
25483,1,0,0,12/14/2015,1,1,Not Started
25484,0,1,0,12/25/2015,1,2,In Porgress
25485,0,1,0,10/1/2015,1,1,Not Started
25486,0,1,0,12/22/2015,0,1,Not Started
25487,0,1,0,10/14/2015,1,1,Not Started
25488,0,1,0,10/8/2015,1,1,Not Started
25489,0,1,0,11/8/2015,0,1,Not Started
25490,0,1,0,12/21/2015,1,1,Not Started
25491,1,1,1,12/30/2015,0,1,Not Started
25492,1,0,1,10/1/2015,0,3,Active
25493,0,1,0,10/5/2015,1,2,In Porgress
25494,0,0,0,10/16/2015,1,2,In Porgress
25495,0,0,1,12/29/2015,1,1,Not Started
25496,0,1,0,10/14/2015,1,3,Active
25497,1,1,1,11/12/2015,1,2,In Porgress
25498,0,1,1,12/12/2015,1,2,In Porgress
25499,0,0,1,12/28/2015,0,2,In Porgress
25500,1,0,0,10/25/2015,1,1,Not Started
25501,0,0,0,10/27/2015,0,1,Not Started
25502,1,0,0,10/11/2015,0,3,Active
25503,1,1,1,12/13/2015,0,1,Not Started
25504,0,1,1,12/29/2015,0,3,Active
25505,1,0,1,10/12/2015,1,1,Not Started
25506,1,0,0,12/29/2015,0,2,In Porgress
25507,0,1,1,12/22/2015,1,3,Active
25508,1,1,0,11/2/2015,1,2,In Porgress
25509,0,0,0,12/12/2015,0,1,Not Started
25510,1,0,1,10/9/2015,0,1,Not Started
25511,0,0,0,10/5/2015,0,3,Active
25512,1,0,0,11/27/2015,0,1,Not Started
25513,0,1,0,12/13/2015,1,1,Not Started
25514,1,1,1,12/19/2015,1,2,In Porgress
25515,0,0,1,11/18/2015,1,2,In Porgress
25516,1,0,1,12/13/2015,1,3,Active
25517,1,0,1,12/19/2015,0,2,In Porgress
25518,1,0,0,10/9/2015,0,3,Active
25519,1,1,0,10/2/2015,1,3,Active
25520,1,1,1,11/11/2015,0,3,Active
25521,1,0,0,12/25/2015,1,2,In Porgress
25522,0,0,1,12/12/2015,0,2,In Porgress
25523,1,0,0,10/25/2015,0,1,Not Started
25524,0,1,1,11/28/2015,1,1,Not Started
25525,0,1,1,10/18/2015,0,3,Active
25526,0,0,1,10/7/2015,1,2,In Porgress
25527,1,0,1,12/17/2015,1,1,Not Started
25528,0,1,0,10/31/2015,1,2,In Porgress
25529,1,1,0,12/19/2015,1,3,Active
25530,0,1,1,11/18/2015,1,1,Not Started
25531,1,0,1,12/31/2015,1,3,Active
25532,0,1,0,12/9/2015,1,2,In Porgress
25533,1,0,1,10/17/2015,1,2,In Porgress
25534,0,0,1,11/27/2015,1,1,Not Started
25535,1,0,1,12/14/2015,0,1,Not Started
25536,0,1,1,10/7/2015,0,1,Not Started
25537,1,1,1,10/19/2015,1,2,In Porgress
25538,1,0,1,10/14/2015,1,1,Not Started
25539,0,1,0,12/24/2015,1,1,Not Started
25540,1,0,1,10/18/2015,1,3,Active
25541,0,0,1,12/1/2015,0,1,Not Started
25542,1,1,1,12/24/2015,0,1,Not Started
25543,0,0,1,10/15/2015,0,1,Not Started
25544,0,0,0,12/29/2015,1,3,Active
25545,1,1,0,12/22/2015,1,3,Active
25546,1,1,0,10/24/2015,0,2,In Porgress
25547,0,1,1,10/11/2015,1,3,Active
25548,1,0,1,11/19/2015,1,3,Active
25549,0,0,1,10/17/2015,1,3,Active
25550,0,0,0,11/7/2015,0,3,Active
25551,0,0,0,10/24/2015,1,2,In Porgress
25552,0,0,0,12/14/2015,0,3,Active
25553,1,1,0,10/26/2015,0,1,Not Started
25554,1,1,0,11/20/2015,0,1,Not Started
25555,1,0,0,10/9/2015,1,3,Active
25556,0,0,0,12/17/2015,1,2,In Porgress
25557,0,1,0,12/27/2015,0,2,In Porgress
25558,0,0,1,12/24/2015,0,2,In Porgress
25559,1,0,1,10/20/2015,1,1,Not Started
25560,1,1,0,12/10/2015,0,3,Active
25561,0,0,0,11/14/2015,0,2,In Porgress
25562,0,0,1,10/6/2015,1,2,In Porgress
25563,0,1,1,12/29/2015,1,3,Active
25564,1,0,0,10/12/2015,0,3,Active
25565,1,1,1,12/3/2015,1,2,In Porgress
25566,1,1,0,10/29/2015,1,2,In Porgress
25567,1,0,1,11/21/2015,1,3,Active
25568,0,1,1,10/4/2015,1,1,Not Started
25569,0,1,1,10/1/2015,0,1,Not Started
25570,0,0,0,12/6/2015,1,1,Not Started
25571,1,0,1,12/13/2015,0,3,Active
25572,0,1,1,12/24/2015,1,3,Active
25573,0,0,1,12/15/2015,1,3,Active
25574,1,0,1,10/19/2015,1,1,Not Started
25575,1,1,1,12/29/2015,1,3,Active
25576,0,1,0,12/28/2015,1,2,In Porgress
25577,0,1,0,11/21/2015,0,3,Active
25578,0,1,0,11/3/2015,0,2,In Porgress
25579,0,0,1,11/6/2015,1,1,Not Started
25580,1,0,1,12/20/2015,1,1,Not Started
25581,1,1,0,10/19/2015,1,3,Active
25582,1,0,0,12/6/2015,1,1,Not Started
25583,0,1,1,11/29/2015,1,3,Active
25584,0,0,0,12/27/2015,1,3,Active
25585,0,1,1,12/1/2015,1,1,Not Started
25586,1,0,0,12/9/2015,0,3,Active
25587,0,1,0,11/4/2015,0,2,In Porgress
25588,0,1,1,12/26/2015,1,1,Not Started
25589,1,1,0,11/25/2015,0,2,In Porgress
25590,0,0,0,12/19/2015,1,1,Not Started
25591,1,0,0,12/22/2015,1,2,In Porgress
25592,0,1,1,10/23/2015,0,3,Active
25593,0,1,0,10/11/2015,1,3,Active
25594,1,1,0,12/4/2015,1,1,Not Started
25595,1,1,0,10/16/2015,1,2,In Porgress
25596,0,0,1,10/14/2015,0,1,Not Started
25597,0,0,0,12/9/2015,1,3,Active
25598,0,0,1,11/16/2015,0,1,Not Started
25599,0,0,1,10/19/2015,0,1,Not Started
25600,0,0,1,12/19/2015,1,2,In Porgress
25601,0,0,1,12/11/2015,0,1,Not Started
25602,1,0,0,10/5/2015,0,3,Active
25603,1,1,1,10/3/2015,0,3,Active
25604,0,0,0,12/8/2015,1,1,Not Started
25605,0,0,1,10/25/2015,1,2,In Porgress
25606,1,1,0,10/19/2015,0,2,In Porgress
25607,1,0,0,11/3/2015,0,2,In Porgress
25608,1,0,1,12/17/2015,1,1,Not Started
25609,0,0,1,12/4/2015,0,2,In Porgress
25610,1,0,0,12/13/2015,0,3,Active
25611,0,1,0,10/30/2015,1,1,Not Started
25612,0,0,0,10/4/2015,0,2,In Porgress
25613,0,0,0,10/8/2015,0,2,In Porgress
25614,1,1,0,12/16/2015,1,3,Active
25615,0,1,0,12/26/2015,1,2,In Porgress
25616,1,0,0,12/1/2015,0,1,Not Started
25617,1,1,0,10/1/2015,1,3,Active
25618,1,1,0,11/4/2015,0,1,Not Started
25619,0,1,0,12/29/2015,1,1,Not Started
25620,1,1,1,12/6/2015,0,3,Active
25621,0,1,1,12/31/2015,0,1,Not Started
25622,0,1,1,12/14/2015,0,2,In Porgress
25623,1,0,0,12/10/2015,1,2,In Porgress
25624,1,1,1,10/5/2015,0,2,In Porgress
25625,0,0,1,11/4/2015,0,1,Not Started
25626,0,1,0,12/31/2015,0,2,In Porgress
25627,0,1,1,10/1/2015,1,1,Not Started
25628,1,1,0,12/21/2015,0,2,In Porgress
25629,0,0,0,12/6/2015,1,3,Active
25630,0,0,0,12/23/2015,1,3,Active
25631,1,1,1,11/4/2015,0,2,In Porgress
25632,0,0,0,11/1/2015,1,2,In Porgress
25633,0,0,0,10/8/2015,0,2,In Porgress
25634,1,1,1,10/4/2015,1,1,Not Started
25635,1,0,0,10/29/2015,0,2,In Porgress
25636,1,1,0,10/9/2015,1,1,Not Started
25637,0,1,0,11/5/2015,1,3,Active
25638,0,1,1,11/1/2015,1,2,In Porgress
25639,1,0,1,12/21/2015,0,2,In Porgress
25640,1,1,0,12/28/2015,0,3,Active
25641,1,0,0,12/22/2015,0,1,Not Started
25642,1,1,0,10/2/2015,1,2,In Porgress
25643,0,0,0,12/3/2015,1,2,In Porgress
25644,0,0,1,10/7/2015,0,2,In Porgress
25645,0,0,0,12/10/2015,1,2,In Porgress
25646,1,1,1,12/15/2015,0,3,Active
25647,0,0,1,11/16/2015,1,1,Not Started
25648,0,1,1,11/6/2015,1,3,Active
25649,0,1,0,12/12/2015,1,1,Not Started
25650,0,0,0,12/16/2015,0,3,Active
25651,1,0,0,12/28/2015,1,1,Not Started
25652,0,0,0,11/2/2015,1,3,Active
25653,0,1,1,12/22/2015,1,1,Not Started
25654,1,1,1,11/20/2015,0,3,Active
25655,1,0,0,10/29/2015,1,3,Active
25656,1,1,1,12/5/2015,1,1,Not Started
25657,1,1,1,12/1/2015,0,2,In Porgress
25658,1,0,0,11/15/2015,1,1,Not Started
25659,1,0,0,10/22/2015,0,2,In Porgress
25660,1,1,1,12/6/2015,1,1,Not Started
25661,1,1,0,12/17/2015,0,1,Not Started
25662,1,1,0,11/12/2015,1,2,In Porgress
25663,0,1,1,12/17/2015,0,1,Not Started
25664,1,0,0,11/28/2015,1,1,Not Started
25665,0,0,0,11/23/2015,0,2,In Porgress
25666,0,0,1,10/16/2015,0,1,Not Started
25667,1,1,0,11/27/2015,1,3,Active
25668,0,1,1,10/28/2015,0,3,Active
25669,1,1,0,11/5/2015,1,3,Active
25670,0,1,1,12/25/2015,0,2,In Porgress
25671,0,0,0,12/3/2015,1,2,In Porgress
25672,0,0,1,10/12/2015,1,3,Active
25673,0,0,1,11/14/2015,0,3,Active
25674,0,0,1,12/24/2015,0,3,Active
25675,0,0,1,12/13/2015,1,2,In Porgress
25676,0,0,1,12/21/2015,1,2,In Porgress
25677,1,0,0,10/9/2015,0,1,Not Started
25678,0,1,0,10/27/2015,1,1,Not Started
25679,0,0,1,12/8/2015,0,1,Not Started
25680,1,1,1,12/27/2015,0,2,In Porgress
25681,0,0,0,10/3/2015,1,3,Active
25682,1,0,0,11/26/2015,0,1,Not Started
25683,1,1,1,11/7/2015,1,3,Active
25684,1,0,1,12/30/2015,0,3,Active
25685,0,0,1,12/8/2015,0,1,Not Started
25686,1,1,0,10/16/2015,0,1,Not Started
25687,0,0,0,10/30/2015,0,3,Active
25688,1,1,1,10/1/2015,1,3,Active
25689,1,0,0,10/10/2015,0,1,Not Started
25690,0,1,1,11/28/2015,1,2,In Porgress
25691,1,1,1,10/5/2015,0,3,Active
25692,0,0,0,12/14/2015,1,1,Not Started
25693,1,0,1,10/19/2015,1,3,Active
25694,1,1,1,12/1/2015,0,1,Not Started
25695,0,1,0,12/7/2015,0,1,Not Started
25696,1,1,0,12/1/2015,0,2,In Porgress
25697,1,0,0,11/26/2015,0,1,Not Started
25698,0,0,0,12/27/2015,0,3,Active
25699,0,0,0,10/22/2015,0,3,Active
25700,0,1,1,12/13/2015,0,2,In Porgress
25701,1,1,0,10/20/2015,0,1,Not Started
25702,0,0,1,12/25/2015,1,1,Not Started
25703,0,1,0,10/14/2015,0,2,In Porgress
25704,0,1,0,11/5/2015,1,1,Not Started
25705,0,1,1,10/29/2015,0,3,Active
25706,1,0,1,11/5/2015,1,3,Active
25707,0,1,0,12/2/2015,1,2,In Porgress
25708,0,1,0,11/25/2015,0,1,Not Started
25709,1,0,1,11/22/2015,1,3,Active
25710,1,1,1,10/12/2015,1,2,In Porgress
25711,0,1,1,10/6/2015,0,3,Active
25712,0,0,1,11/12/2015,1,3,Active
25713,0,1,0,10/26/2015,1,1,Not Started
25714,1,1,1,10/21/2015,0,3,Active
25715,0,0,1,12/28/2015,1,1,Not Started
25716,0,1,1,10/20/2015,0,2,In Porgress
25717,1,0,0,12/6/2015,1,3,Active
25718,1,1,0,11/3/2015,0,3,Active
25719,0,0,0,11/30/2015,0,3,Active
25720,1,1,0,11/15/2015,0,1,Not Started
25721,0,1,1,10/24/2015,0,2,In Porgress
25722,0,1,0,12/14/2015,0,3,Active
25723,1,0,1,12/5/2015,1,3,Active
25724,0,0,1,10/15/2015,0,1,Not Started
25725,1,1,1,10/21/2015,0,1,Not Started
25726,0,1,0,11/14/2015,1,2,In Porgress
25727,1,0,0,11/5/2015,0,2,In Porgress
25728,0,1,1,11/30/2015,0,1,Not Started
25729,1,0,0,12/6/2015,0,1,Not Started
25730,1,1,0,10/9/2015,0,3,Active
25731,0,0,1,11/17/2015,0,1,Not Started
25732,1,1,1,10/24/2015,0,3,Active
25733,1,0,0,11/7/2015,1,3,Active
25734,0,1,0,11/27/2015,1,1,Not Started
25735,1,0,0,11/3/2015,1,2,In Porgress
25736,0,0,0,12/30/2015,1,2,In Porgress
25737,1,0,1,12/31/2015,1,2,In Porgress
25738,1,0,1,10/18/2015,1,1,Not Started
25739,1,0,1,11/26/2015,0,3,Active
25740,1,1,1,12/3/2015,1,2,In Porgress
25741,0,0,1,12/6/2015,0,1,Not Started
25742,0,1,0,11/3/2015,0,2,In Porgress
25743,0,1,0,10/9/2015,1,1,Not Started
25744,1,1,1,11/18/2015,0,1,Not Started
25745,0,0,0,11/18/2015,0,1,Not Started
25746,1,0,1,12/21/2015,0,2,In Porgress
25747,0,1,0,11/28/2015,0,2,In Porgress
25748,1,1,0,12/15/2015,0,1,Not Started
25749,0,1,0,10/18/2015,0,3,Active
25750,0,0,0,11/22/2015,1,3,Active
25751,1,0,1,11/14/2015,0,2,In Porgress
25752,1,0,1,12/10/2015,1,2,In Porgress
25753,0,0,1,12/1/2015,1,1,Not Started
25754,1,1,1,11/19/2015,1,2,In Porgress
25755,0,1,1,12/13/2015,0,1,Not Started
25756,1,1,1,11/30/2015,0,2,In Porgress
25757,0,0,1,10/11/2015,0,1,Not Started
25758,0,1,0,12/25/2015,1,3,Active
25759,0,1,0,11/5/2015,0,3,Active
25760,1,0,1,10/15/2015,0,3,Active
25761,0,1,1,11/15/2015,0,2,In Porgress
25762,1,0,0,11/25/2015,0,2,In Porgress
25763,1,1,1,10/29/2015,0,3,Active
25764,1,1,0,11/25/2015,0,1,Not Started
25765,1,0,0,10/10/2015,0,3,Active
25766,1,0,0,11/29/2015,1,1,Not Started
25767,1,0,0,10/18/2015,0,3,Active
25768,1,0,1,12/29/2015,0,1,Not Started
25769,0,0,0,12/6/2015,0,1,Not Started
25770,0,1,0,10/3/2015,1,1,Not Started
25771,0,1,1,12/13/2015,1,2,In Porgress
25772,1,0,0,11/18/2015,1,3,Active
25773,1,1,1,11/2/2015,1,3,Active
25774,1,1,1,10/20/2015,1,2,In Porgress
25775,0,0,1,12/16/2015,0,2,In Porgress
25776,1,0,0,12/18/2015,0,3,Active
25777,0,0,0,11/28/2015,1,1,Not Started
25778,1,0,1,11/8/2015,0,2,In Porgress
25779,0,0,1,10/31/2015,0,2,In Porgress
25780,0,0,1,12/3/2015,0,3,Active
25781,1,0,0,11/2/2015,1,2,In Porgress
25782,0,1,1,10/30/2015,0,1,Not Started
25783,0,1,1,10/1/2015,0,2,In Porgress
25784,0,0,0,10/10/2015,0,3,Active
25785,1,1,1,10/28/2015,0,1,Not Started
25786,0,0,0,12/30/2015,1,2,In Porgress
25787,0,1,0,10/25/2015,1,1,Not Started
25788,0,0,1,10/1/2015,1,2,In Porgress
25789,1,1,1,10/26/2015,1,3,Active
25790,1,0,0,11/1/2015,1,1,Not Started
25791,1,1,1,10/28/2015,0,1,Not Started
25792,1,0,1,12/24/2015,1,3,Active
25793,1,0,1,10/24/2015,0,2,In Porgress
25794,1,1,1,11/2/2015,1,2,In Porgress
25795,1,0,0,11/30/2015,0,1,Not Started
25796,0,1,1,10/22/2015,0,2,In Porgress
25797,1,0,1,12/4/2015,1,3,Active
25798,0,1,1,11/4/2015,1,1,Not Started
25799,1,1,1,12/28/2015,1,1,Not Started
25800,0,1,0,11/9/2015,1,1,Not Started
25801,1,1,0,10/19/2015,1,3,Active
25802,1,1,0,11/7/2015,0,2,In Porgress
25803,0,0,1,11/27/2015,1,2,In Porgress
25804,1,0,1,10/5/2015,1,3,Active
25805,1,1,1,12/28/2015,0,2,In Porgress
25806,0,0,0,10/4/2015,1,1,Not Started
25807,1,1,0,10/15/2015,0,2,In Porgress
25808,1,1,1,11/2/2015,1,1,Not Started
25809,1,1,1,10/5/2015,0,1,Not Started
25810,0,0,1,12/21/2015,0,2,In Porgress
25811,1,0,1,10/28/2015,0,1,Not Started
25812,1,1,0,10/28/2015,1,1,Not Started
25813,1,0,1,10/23/2015,1,1,Not Started
25814,0,0,0,10/4/2015,1,2,In Porgress
25815,1,1,0,12/23/2015,1,2,In Porgress
25816,1,1,1,11/26/2015,0,3,Active
25817,1,0,1,12/2/2015,0,3,Active
25818,1,0,1,11/27/2015,1,3,Active
25819,0,0,0,11/14/2015,1,1,Not Started
25820,0,0,1,10/7/2015,1,1,Not Started
25821,0,0,1,11/30/2015,1,3,Active
25822,1,0,0,12/4/2015,0,3,Active
25823,0,1,0,12/17/2015,1,3,Active
25824,1,1,0,10/9/2015,1,1,Not Started
25825,1,0,1,12/23/2015,0,2,In Porgress
25826,1,1,0,12/11/2015,1,2,In Porgress
25827,0,1,0,11/18/2015,0,3,Active
25828,0,0,0,10/22/2015,1,3,Active
25829,1,1,1,12/27/2015,0,1,Not Started
25830,1,1,0,12/20/2015,1,3,Active
25831,1,0,1,11/17/2015,0,2,In Porgress
25832,0,0,1,11/6/2015,0,2,In Porgress
25833,1,1,1,12/3/2015,0,1,Not Started
25834,0,0,0,10/18/2015,1,3,Active
25835,1,0,0,10/4/2015,1,2,In Porgress
25836,0,0,0,11/10/2015,0,3,Active
25837,1,1,0,10/1/2015,0,1,Not Started
25838,1,1,0,10/20/2015,1,3,Active
25839,1,0,0,12/1/2015,0,3,Active
25840,1,1,0,10/8/2015,0,3,Active
25841,1,0,1,10/8/2015,1,3,Active
25842,1,0,0,10/26/2015,0,3,Active
25843,1,1,0,11/14/2015,1,1,Not Started
25844,1,1,0,11/21/2015,0,3,Active
25845,1,0,1,10/23/2015,1,2,In Porgress
25846,1,1,0,10/10/2015,1,2,In Porgress
25847,0,1,0,12/19/2015,1,2,In Porgress
25848,1,1,0,11/26/2015,0,2,In Porgress
25849,0,1,0,10/9/2015,0,1,Not Started
25850,0,0,0,10/31/2015,0,2,In Porgress
25851,0,0,1,11/17/2015,1,2,In Porgress
25852,1,0,1,10/19/2015,0,3,Active
25853,0,1,1,10/14/2015,1,2,In Porgress
25854,1,1,1,11/1/2015,1,1,Not Started
25855,0,0,1,11/21/2015,1,3,Active
25856,1,0,1,10/1/2015,1,2,In Porgress
25857,1,1,1,10/28/2015,1,3,Active
25858,1,0,0,10/5/2015,0,3,Active
25859,0,0,1,10/21/2015,0,3,Active
25860,0,0,1,10/26/2015,0,1,Not Started
25861,1,1,0,10/2/2015,1,1,Not Started
25862,1,0,0,12/28/2015,0,3,Active
25863,0,0,0,11/7/2015,0,2,In Porgress
25864,0,1,0,10/22/2015,1,3,Active
25865,0,0,0,12/24/2015,0,2,In Porgress
25866,0,0,1,11/5/2015,1,2,In Porgress
25867,0,0,1,10/31/2015,0,2,In Porgress
25868,1,0,1,12/17/2015,1,2,In Porgress
25869,1,1,1,10/19/2015,1,2,In Porgress
25870,1,1,1,12/9/2015,0,2,In Porgress
25871,0,1,1,10/29/2015,1,2,In Porgress
25872,0,1,1,10/2/2015,1,3,Active
25873,1,1,1,11/15/2015,1,2,In Porgress
25874,1,0,1,10/27/2015,1,1,Not Started
25875,0,0,0,12/3/2015,0,2,In Porgress
25876,0,0,0,12/13/2015,1,2,In Porgress
25877,1,0,1,10/4/2015,1,3,Active
25878,1,1,0,10/9/2015,0,2,In Porgress
25879,0,1,0,11/24/2015,0,2,In Porgress
25880,1,1,0,10/10/2015,1,3,Active
25881,1,1,0,12/18/2015,0,3,Active
25882,1,1,0,10/27/2015,1,2,In Porgress
25883,0,1,1,12/11/2015,1,2,In Porgress
25884,0,0,0,10/4/2015,1,1,Not Started
25885,1,0,1,10/3/2015,1,1,Not Started
25886,1,1,1,11/13/2015,1,2,In Porgress
25887,0,0,0,10/27/2015,0,2,In Porgress
25888,0,1,1,12/2/2015,0,3,Active
25889,1,1,0,11/24/2015,0,3,Active
25890,1,1,1,12/6/2015,1,3,Active
25891,0,0,0,12/10/2015,0,3,Active
25892,0,0,0,11/2/2015,0,3,Active
25893,1,0,0,12/23/2015,1,2,In Porgress
25894,1,1,1,11/16/2015,1,3,Active
25895,0,0,1,11/13/2015,1,2,In Porgress
25896,1,1,1,12/20/2015,1,1,Not Started
25897,0,0,0,11/28/2015,0,2,In Porgress
25898,1,1,1,11/29/2015,0,1,Not Started
25899,0,1,1,11/21/2015,1,3,Active
25900,0,0,1,12/29/2015,0,3,Active
25901,0,0,0,11/26/2015,0,2,In Porgress
25902,1,0,1,12/16/2015,0,1,Not Started
25903,0,0,1,11/9/2015,0,2,In Porgress
25904,0,0,1,11/1/2015,0,3,Active
25905,0,0,0,10/21/2015,0,1,Not Started
25906,1,1,1,10/25/2015,0,2,In Porgress
25907,1,1,1,11/21/2015,0,3,Active
25908,0,1,1,11/27/2015,0,3,Active
25909,1,1,0,10/25/2015,1,3,Active
25910,1,0,0,10/13/2015,0,3,Active
25911,0,1,0,11/13/2015,1,3,Active
25912,0,0,0,11/27/2015,1,2,In Porgress
25913,1,0,0,10/8/2015,1,3,Active
25914,0,1,1,10/4/2015,1,2,In Porgress
25915,1,1,0,10/29/2015,0,2,In Porgress
25916,0,1,1,10/20/2015,1,2,In Porgress
25917,1,0,1,11/25/2015,0,3,Active
25918,1,0,1,10/31/2015,0,1,Not Started
25919,1,0,0,11/25/2015,0,2,In Porgress
25920,1,0,1,12/21/2015,1,1,Not Started
25921,0,1,0,10/14/2015,0,2,In Porgress
25922,1,1,0,11/24/2015,1,3,Active
25923,1,0,1,11/23/2015,0,3,Active
25924,0,0,1,10/9/2015,1,3,Active
25925,0,0,1,10/6/2015,0,2,In Porgress
25926,1,1,0,12/20/2015,1,3,Active
25927,0,0,0,11/29/2015,0,3,Active
25928,1,0,0,10/27/2015,0,3,Active
25929,0,0,1,10/5/2015,1,3,Active
25930,1,1,0,11/9/2015,1,1,Not Started
25931,1,0,0,10/1/2015,1,2,In Porgress
25932,0,1,1,12/12/2015,0,2,In Porgress
25933,0,0,1,11/30/2015,1,3,Active
25934,1,0,1,11/15/2015,1,2,In Porgress
25935,0,1,1,10/18/2015,1,1,Not Started
25936,1,0,0,12/18/2015,0,2,In Porgress
25937,0,1,1,10/23/2015,1,3,Active
25938,1,0,1,11/21/2015,1,2,In Porgress
25939,0,0,0,10/26/2015,0,3,Active
25940,1,1,1,10/15/2015,1,2,In Porgress
25941,0,0,0,12/26/2015,1,1,Not Started
25942,1,0,1,12/31/2015,1,2,In Porgress
25943,0,1,1,10/21/2015,1,3,Active
25944,0,1,0,11/30/2015,0,1,Not Started
25945,0,1,0,12/7/2015,1,1,Not Started
25946,0,0,0,11/13/2015,1,2,In Porgress
25947,0,0,1,11/28/2015,0,3,Active
25948,0,0,1,11/4/2015,0,3,Active
25949,1,1,1,11/9/2015,1,2,In Porgress
25950,0,0,0,11/7/2015,0,2,In Porgress
25951,0,0,1,11/21/2015,1,1,Not Started
25952,1,0,1,11/8/2015,0,1,Not Started
25953,0,0,1,12/21/2015,1,1,Not Started
25954,1,1,0,10/7/2015,0,1,Not Started
25955,1,1,0,11/18/2015,0,1,Not Started
25956,0,0,1,11/2/2015,0,3,Active
25957,0,1,1,12/16/2015,1,1,Not Started
25958,1,1,0,12/24/2015,1,3,Active
25959,1,0,1,12/24/2015,0,3,Active
25960,1,0,1,11/27/2015,0,2,In Porgress
25961,1,1,1,12/6/2015,1,1,Not Started
25962,0,0,1,12/7/2015,0,2,In Porgress
25963,1,0,0,10/9/2015,0,2,In Porgress
25964,1,0,1,12/5/2015,0,3,Active
25965,0,1,0,11/21/2015,1,2,In Porgress
25966,1,1,0,12/16/2015,1,2,In Porgress
25967,1,0,1,10/27/2015,1,1,Not Started
25968,0,1,0,12/13/2015,1,3,Active
25969,0,1,0,10/6/2015,0,3,Active
